client_id,cohort_label,client_type,gender,country,region,date_of_birth,acquisition_purpose,loan_applied,referral_channel,satisfaction_score
C3_30584,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1993-10-14,Investment,,Corporate Partnership,3
C2_20014,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1999-12-28,Personal Use,Yes,Friend Referral,2
C1_10128,C1_Global_Investor,Individual,Male,Canada,Alberta,1972-10-11,Investment,No,Agent,4
C2_20364,C2_First_Time_Buyer,Individual,Male,United Kingdom,Midlands,2000-01-25,Personal Use,No,Agent,5
C4_40123,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,,1970-12-16,Investment,No,Corporate Partnership,5
NX_50570,Noise,Individual,Other,Saudi Arabia,Riyadh,1997-09-11,Personal Use,No,Direct,5
C1_10891,C1_Global_Investor,Corporate,,Canada,Alberta,1972-09-01,Investment,No,Direct,5
C3_30293,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1969-01-25,Investment,Yes,Corporate Partnership,5
C4_40738,C4_Luxury_Investor,Individual,Other,UAE,Dubai,1969-03-31,Investment,No,Friend Referral,4
C2_20359,C2_First_Time_Buyer,Individual,Other,Canada,Quebec,2001-02-28,Personal Use,,Digital,4
C1_10307,C1_Global_Investor,Individual,Female,Germany,Bavaria,1991-09-02,Investment,,Agent,5
C2_20661,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1999-02-18,Personal Use,Yes,Direct,3
C2_21431,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1989-07-27,Personal Use,Yes,Social Media,4
C4_40434,C4_Luxury_Investor,Corporate,Not Applicable,Singapore,Central Region,1973-04-01,Personal Use,No,,5
C2_20317,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1997-08-14,Personal Use,Yes,Social Media,3
C4_40803,C4_Luxury_Investor,Individual,Male,Monaco,Les Moneghetti,1959-07-20,Investment,No,Friend Referral,5
C2_21474,C2_First_Time_Buyer,Individual,Other,Australia,Queensland,2000-03-21,Personal Use,,Digital,5
C3_30042,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1975-10-14,Personal Use,No,Agent,3
C2_20246,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1989-01-11,Personal Use,Yes,Friend Referral,4
C2_20208,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1998-01-22,Personal Use,Yes,,2
C1_10216,C1_Global_Investor,Individual,Male,Hong Kong,Kowloon,1965-07-12,Investment,No,Agent,4
C4_40792,C4_Luxury_Investor,Individual,Other,United Kingdom,,1977-09-11,Investment,No,Corporate Partnership,5
C3_30562,C3_Corporate_Buyer,Corporate,Not Applicable,Germany,North Rhine-Westphalia,1966-10-16,Investment,No,Corporate Partnership,3
C2_20239,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1994-02-05,Personal Use,Yes,Digital,2
C2_21289,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1993-01-12,Personal Use,Yes,Friend Referral,4
C3_30240,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1985-10-29,Investment,No,Agent,5
C1_10275,C1_Global_Investor,Individual,Male,Australia,Victoria,1970-08-12,Investment,No,Direct,5
C1_10489,C1_Global_Investor,Corporate,Not Applicable,Canada,Alberta,1973-12-08,Investment,No,Digital,5
C2_20035,C2_First_Time_Buyer,Individual,Other,United Kingdom,Midlands,1999-01-07,Personal Use,,Friend Referral,4
C2_20229,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1996-02-02,Personal Use,Yes,Friend Referral,3
NX_50185,Noise,Individual,Male,Monaco,La Condamine,1966-06-08,Personal Use,No,Direct,4
C2_20008,C2_First_Time_Buyer,Individual,Male,United Kingdom,North West,1988-09-26,Personal Use,Yes,Digital,4
NX_50289,Noise,Individual,Male,Japan,Kyoto,1998-02-17,Investment,Yes,Social Media,1
C4_40526,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Ras Al Khaimah,1987-10-01,Investment,No,Agent,5
C3_30682,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1984-02-27,Investment,No,Direct,4
C3_30032,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1984-06-04,Investment,No,Agent,4
C4_40669,C4_Luxury_Investor,Individual,,United Kingdom,Scotland,1971-04-17,Investment,No,Direct,5
C2_20058,C2_First_Time_Buyer,Individual,Male,Canada,Quebec,1996-11-30,Personal Use,Yes,Agent,4
C2_21166,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1990-03-14,Personal Use,No,Friend Referral,3
NX_50178,Noise,Individual,Other,Canada,Ontario,1958-02-21,Investment,Yes,Agent,1
C1_10281,C1_Global_Investor,Individual,Female,United Kingdom,,1974-07-13,Personal Use,No,,5
C4_40065,C4_Luxury_Investor,Individual,Male,Monaco,Fontvieille,1956-03-03,Investment,No,Corporate Partnership,5
C2_20316,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1999-08-13,Personal Use,Yes,Friend Referral,3
NX_50578,Noise,Individual,Male,France,Normandy,1982-12-30,Investment,Yes,Agent,3
C1_10968,C1_Global_Investor,Corporate,Not Applicable,Canada,Quebec,1961-07-28,Investment,,Direct,5
C3_30626,C3_Corporate_Buyer,Corporate,,UAE,Ras Al Khaimah,1986-01-04,Investment,Yes,Corporate Partnership,3
C4_40420,C4_Luxury_Investor,Corporate,Not Applicable,United States,West Coast,1977-02-04,Investment,No,Agent,4
C3_30666,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1971-08-26,Investment,No,Agent,2
C4_40019,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Zug,1968-09-12,Investment,No,Agent,4
C1_10619,C1_Global_Investor,Corporate,Not Applicable,Canada,Alberta,1967-06-25,Investment,No,Direct,5
C3_30846,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Sharjah,1977-11-20,Personal Use,No,Corporate Partnership,4
C2_20742,C2_First_Time_Buyer,Individual,Other,United Kingdom,London,1999-09-26,Personal Use,No,Direct,4
C2_20390,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1988-02-08,Personal Use,Yes,Digital,3
C4_40550,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,La Condamine,1957-10-09,Investment,No,Agent,5
C2_20847,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1999-02-13,Personal Use,Yes,Digital,4
C2_20579,C2_First_Time_Buyer,Individual,Male,United States,Southeast,2001-07-24,Personal Use,Yes,Digital,2
C2_20655,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1992-08-03,,Yes,Friend Referral,5
C2_21352,C2_First_Time_Buyer,Individual,Other,United States,West Coast,1998-06-02,Personal Use,Yes,Direct,4
C2_21212,C2_First_Time_Buyer,Individual,Other,United Kingdom,North West,1990-03-26,Personal Use,Yes,Agent,3
C2_21020,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1990-03-11,Personal Use,Yes,Direct,5
NX_50572,Noise,Individual,Male,France,,1960-05-23,,Yes,Social Media,3
C2_20956,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1992-08-15,Investment,Yes,Friend Referral,3
C2_20307,C2_First_Time_Buyer,Individual,Male,United States,,1988-07-03,Personal Use,Yes,Direct,4
C2_21003,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1988-09-14,Investment,Yes,Friend Referral,4
NX_50055,Noise,Individual,Other,Australia,New South Wales,1969-08-18,Personal Use,Yes,Corporate Partnership,4
C1_10575,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,New Territories,1978-03-21,,Yes,Digital,4
C4_40589,C4_Luxury_Investor,Individual,Female,United Kingdom,London,1960-12-14,Investment,No,Corporate Partnership,4
C4_40819,C4_Luxury_Investor,Corporate,Not Applicable,France,,1967-02-22,Investment,No,Corporate Partnership,5
NX_50036,Noise,Individual,Other,Monaco,Les Moneghetti,1963-12-19,Personal Use,Yes,Friend Referral,2
C2_20706,C2_First_Time_Buyer,Individual,Female,United States,Southeast,1997-11-15,Personal Use,Yes,Digital,3
C4_40242,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Geneva,1962-07-13,Investment,No,Direct,5
C3_30970,C3_Corporate_Buyer,Corporate,,Singapore,Central Region,1988-09-21,Investment,Yes,Agent,5
C2_20280,C2_First_Time_Buyer,Individual,Other,United Kingdom,London,1996-03-22,Personal Use,Yes,Social Media,5
C1_10861,C1_Global_Investor,Individual,Other,Japan,Nagoya,1993-11-16,Investment,No,Agent,5
C4_40645,C4_Luxury_Investor,Individual,Other,UAE,Ras Al Khaimah,1978-01-01,Investment,No,Agent,5
C2_20801,C2_First_Time_Buyer,Individual,Female,United Kingdom,London,2001-06-05,Personal Use,No,,2
C2_20628,C2_First_Time_Buyer,Individual,Male,United States,West Coast,2000-08-03,Personal Use,Yes,Friend Referral,4
C2_20993,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1989-08-21,Personal Use,Yes,Digital,5
C3_30139,C3_Corporate_Buyer,Corporate,Not Applicable,United States,,1971-11-30,Investment,No,Agent,2
C1_10269,C1_Global_Investor,Individual,Female,Germany,Berlin,1980-02-09,Investment,No,Direct,4
C1_10629,C1_Global_Investor,Individual,Male,Canada,Quebec,1987-09-20,Investment,No,Direct,5
C3_30581,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,North Region,1976-12-17,Personal Use,No,Corporate Partnership,4
C2_21334,C2_First_Time_Buyer,Individual,Other,United Kingdom,North West,1993-02-27,,Yes,Agent,3
C3_30466,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,South East,1985-01-21,Investment,No,Agent,4
C1_10300,C1_Global_Investor,Individual,Other,UAE,Sharjah,1960-07-06,Personal Use,No,,4
C1_10459,C1_Global_Investor,Individual,Male,Singapore,West Region,1991-04-07,Investment,No,Direct,4
C2_20447,C2_First_Time_Buyer,Individual,Other,United States,Northeast,1999-02-03,Personal Use,No,Social Media,4
C2_20472,C2_First_Time_Buyer,Individual,Female,United Kingdom,,1997-02-16,Personal Use,Yes,Digital,4
C2_21046,C2_First_Time_Buyer,Individual,Other,United States,,2001-02-19,,Yes,Friend Referral,3
C4_40728,C4_Luxury_Investor,Individual,Female,Switzerland,Geneva,1982-06-23,Investment,No,Friend Referral,5
C4_40264,C4_Luxury_Investor,Individual,Female,United States,Southeast,1979-09-25,Investment,No,Direct,5
C2_21113,C2_First_Time_Buyer,Individual,Male,United States,Southeast,1995-10-21,,Yes,Agent,4
C1_10027,C1_Global_Investor,Individual,Male,Japan,Nagoya,1976-12-15,Investment,No,Direct,5
C4_40339,C4_Luxury_Investor,Individual,Male,Switzerland,Geneva,1966-12-25,Investment,No,Agent,5
NX_50122,Noise,Individual,,Saudi Arabia,Eastern Province,1953-10-09,Investment,Yes,Social Media,4
C1_10837,C1_Global_Investor,Individual,Female,Australia,Victoria,1960-09-05,Investment,No,Corporate Partnership,5
C4_40326,C4_Luxury_Investor,Individual,Female,Switzerland,Basel,1957-05-04,Investment,No,Direct,5
C2_21008,C2_First_Time_Buyer,Individual,Other,Canada,,1990-01-02,Personal Use,Yes,Direct,5
NX_50507,Noise,Individual,Female,United Kingdom,Midlands,1977-12-09,Investment,Yes,Social Media,4
C1_10503,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,Kowloon,1991-06-02,,Yes,Agent,4
C3_30706,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1976-02-28,Personal Use,No,Agent,3
C4_40804,C4_Luxury_Investor,Individual,Other,France,Île-de-France,1985-11-15,Investment,No,Agent,5
C1_10380,C1_Global_Investor,Individual,Other,Hong Kong,Hong Kong Island,1988-11-20,Investment,No,Direct,4
C2_20851,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1993-08-01,Personal Use,Yes,Friend Referral,4
C2_20525,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1990-06-24,Personal Use,Yes,Social Media,4
C2_21365,C2_First_Time_Buyer,Individual,Male,United States,West Coast,2001-01-15,,No,Digital,3
C4_40647,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Zurich,1962-08-03,Investment,No,Agent,5
C3_30552,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1993-12-21,Personal Use,No,Corporate Partnership,4
C3_30384,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Abu Dhabi,1983-08-21,Investment,No,Corporate Partnership,4
C2_21340,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1997-05-30,Personal Use,No,Direct,4
C1_10374,C1_Global_Investor,Individual,Male,Singapore,Central Region,1971-04-25,Investment,Yes,Agent,3
C3_30760,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,South East,1967-11-19,Personal Use,Yes,Agent,4
C2_21381,C2_First_Time_Buyer,Individual,Female,United States,Northeast,1994-09-08,Personal Use,Yes,Social Media,4
C4_40809,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Fontvieille,1986-07-06,Investment,No,,5
C1_10939,C1_Global_Investor,Corporate,Not Applicable,Australia,New South Wales,1977-03-12,Investment,No,Direct,5
C4_40698,C4_Luxury_Investor,Individual,Female,United Kingdom,Scotland,1966-11-05,Investment,No,Agent,5
C4_40665,C4_Luxury_Investor,Individual,Female,UAE,Ras Al Khaimah,1980-12-23,Personal Use,,Corporate Partnership,5
C3_30299,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southwest,1968-02-17,Personal Use,No,,3
C2_21147,C2_First_Time_Buyer,Individual,Male,United States,Midwest,1993-01-27,Personal Use,No,Friend Referral,1
C4_40317,C4_Luxury_Investor,Individual,Female,Monaco,Les Moneghetti,1982-09-26,Personal Use,No,Direct,5
NX_50140,Noise,Corporate,Not Applicable,Switzerland,Basel,1990-04-12,Personal Use,No,Agent,2
C4_40716,C4_Luxury_Investor,Individual,Other,UAE,Dubai,1966-12-10,,No,Direct,5
C2_21068,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1991-05-06,Personal Use,Yes,Agent,3
C1_10529,C1_Global_Investor,Corporate,Not Applicable,Australia,Queensland,1960-06-21,Investment,No,Direct,4
NX_50204,Noise,Individual,Female,United Kingdom,Scotland,1973-11-21,Personal Use,Yes,Corporate Partnership,5
C1_10636,C1_Global_Investor,Individual,Male,United Kingdom,South East,1968-08-06,Investment,No,Digital,5
C2_20269,C2_First_Time_Buyer,Corporate,Other,United Kingdom,Scotland,1991-01-03,Personal Use,Yes,Friend Referral,5
C1_10185,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,London,1985-07-25,Investment,No,Agent,4
C4_40849,C4_Luxury_Investor,Corporate,Not Applicable,UAE,Abu Dhabi,1984-12-21,Investment,,Direct,5
C3_30679,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,East Region,1966-07-21,Personal Use,Yes,Agent,4
C3_30954,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1993-02-11,Investment,No,Direct,5
C2_20797,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1990-04-14,Personal Use,Yes,Agent,5
C3_30479,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1967-06-04,Investment,No,Agent,3
C2_20441,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1990-03-31,Personal Use,Yes,Agent,5
C3_30927,C3_Corporate_Buyer,Corporate,Not Applicable,United States,West Coast,1965-04-10,Investment,Yes,Corporate Partnership,4
NX_50474,Noise,Individual,Other,Australia,Western Australia,1990-10-30,Investment,No,Social Media,2
C2_20535,C2_First_Time_Buyer,Individual,Female,United States,Midwest,1994-02-20,,Yes,Digital,4
C3_30943,C3_Corporate_Buyer,Corporate,,Singapore,East Region,1967-10-15,Personal Use,No,Direct,3
C2_20273,C2_First_Time_Buyer,Individual,Male,Australia,New South Wales,1998-04-26,Personal Use,Yes,Digital,1
C2_21467,C2_First_Time_Buyer,Corporate,Male,Australia,New South Wales,1998-09-06,Personal Use,Yes,Friend Referral,4
C1_10607,C1_Global_Investor,Individual,Female,UAE,Sharjah,1969-04-01,Investment,No,Agent,5
C4_40013,C4_Luxury_Investor,Individual,Female,UAE,Abu Dhabi,1969-07-17,Investment,No,Corporate Partnership,4
C2_20712,C2_First_Time_Buyer,Individual,Female,United States,West Coast,1992-07-12,Personal Use,Yes,Agent,4
C2_21199,C2_First_Time_Buyer,Individual,Other,Australia,Western Australia,1992-09-30,Personal Use,Yes,Friend Referral,3
C1_10955,C1_Global_Investor,Individual,Male,Australia,Queensland,1966-02-20,Investment,No,Agent,5
C3_30079,C3_Corporate_Buyer,Corporate,Not Applicable,United Kingdom,North West,1980-10-04,Investment,Yes,Agent,4
C4_40397,C4_Luxury_Investor,Individual,Other,France,Normandy,1956-11-12,,No,Agent,5
NX_50025,Noise,Individual,Other,Saudi Arabia,Jeddah,1965-01-19,Investment,No,,5
C3_30880,C3_Corporate_Buyer,Corporate,Not Applicable,United States,Southeast,1981-04-08,Personal Use,No,Agent,5
C4_40185,C4_Luxury_Investor,Individual,Male,France,Provence,1966-04-13,Investment,No,Direct,3
C1_10403,C1_Global_Investor,Corporate,Not Applicable,Australia,New South Wales,1965-06-29,Investment,Yes,Agent,5
C2_21071,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1996-12-07,Personal Use,Yes,Digital,4
NX_50355,Noise,Individual,,Canada,British Columbia,1998-06-11,Personal Use,Yes,Agent,1
C2_20977,C2_First_Time_Buyer,Individual,Male,United States,Northeast,1995-12-25,Personal Use,Yes,,3
C1_10158,C1_Global_Investor,Individual,Male,Singapore,Central Region,1963-12-26,Investment,No,,5
C2_20748,C2_First_Time_Buyer,Individual,Female,Australia,Victoria,1990-06-27,Personal Use,Yes,Friend Referral,2
C3_30409,C3_Corporate_Buyer,Corporate,,Singapore,West Region,1969-11-07,Investment,Yes,Corporate Partnership,4
C4_40034,C4_Luxury_Investor,Individual,Other,United Kingdom,North West,1954-09-03,Investment,,Direct,5
C1_10902,C1_Global_Investor,Individual,Male,UAE,Sharjah,1972-05-17,Investment,,Direct,4
C1_10352,C1_Global_Investor,Corporate,Not Applicable,United Kingdom,South East,1962-10-30,Personal Use,Yes,Direct,5
C2_20230,C2_First_Time_Buyer,Individual,Other,United States,Southeast,1994-10-19,Personal Use,Yes,Direct,2
NX_50270,Noise,Individual,Male,Germany,Bavaria,1969-12-22,Investment,Yes,Agent,5
C2_21140,C2_First_Time_Buyer,Individual,Other,United States,Midwest,1997-04-13,Personal Use,Yes,Digital,4
C1_10444,C1_Global_Investor,Corporate,Not Applicable,Germany,North Rhine-Westphalia,1977-11-07,Investment,No,Agent,5
NX_50548,Noise,Individual,,Japan,Tokyo,1984-12-07,Personal Use,No,Corporate Partnership,2
C1_10754,C1_Global_Investor,Individual,Male,Japan,Nagoya,1985-12-03,,No,Direct,5
C2_20737,C2_First_Time_Buyer,Individual,Other,United States,Southwest,1988-08-13,Personal Use,Yes,Friend Referral,3
C3_30471,C3_Corporate_Buyer,Corporate,Not Applicable,Singapore,West Region,1985-04-01,Investment,No,Direct,4
NX_50579,Noise,Individual,Female,Singapore,North Region,1957-07-26,Investment,No,Agent,2
C3_30420,C3_Corporate_Buyer,Corporate,,Singapore,North Region,1993-02-28,Personal Use,No,Agent,5
C1_10311,C1_Global_Investor,Individual,Male,Germany,Hamburg,1974-11-11,Investment,No,Digital,4
C1_10548,C1_Global_Investor,Individual,Male,Hong Kong,Kowloon,1964-12-16,Investment,No,Digital,4
C4_40552,C4_Luxury_Investor,Individual,Female,Switzerland,Zug,1971-03-02,Investment,,Direct,5
NX_50361,Noise,Individual,Male,Hong Kong,Hong Kong Island,1950-03-29,Investment,Yes,Direct,4
C2_20989,C2_First_Time_Buyer,Individual,Female,Canada,Ontario,1989-04-26,Personal Use,Yes,Direct,4
C1_10306,C1_Global_Investor,Individual,Female,Singapore,Central Region,1992-12-08,Investment,No,Direct,4
C2_21335,C2_First_Time_Buyer,Individual,,United States,West Coast,1994-01-26,Personal Use,Yes,Digital,3
C1_10694,C1_Global_Investor,Individual,,Germany,Berlin,1973-12-02,Investment,No,Agent,4
C2_21356,C2_First_Time_Buyer,Individual,Male,United States,West Coast,1998-11-26,Personal Use,Yes,Social Media,5
C2_20927,C2_First_Time_Buyer,Individual,Female,United States,,1994-01-06,Personal Use,Yes,Digital,4
C1_10684,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,Hong Kong Island,1992-11-06,Investment,No,Direct,5
C1_10749,C1_Global_Investor,Corporate,Not Applicable,Hong Kong,Hong Kong Island,1986-12-16,Investment,No,Direct,5
C4_40508,C4_Luxury_Investor,Corporate,Not Applicable,Monaco,Fontvieille,1959-03-27,Investment,No,Corporate Partnership,4
C2_20266,C2_First_Time_Buyer,Individual,Male,United States,Southwest,1997-09-17,Personal Use,No,Friend Referral,3
C3_30785,C3_Corporate_Buyer,Corporate,Not Applicable,UAE,Dubai,1980-10-01,Personal Use,No,Corporate Partnership,3
C4_40029,C4_Luxury_Investor,Corporate,Not Applicable,Switzerland,Zurich,1969-01-23,Investment,No,Agent,3
NX_50023,Noise,Individual,,United States,Northeast,1974-05-01,Personal Use,Yes,Direct,2
C4_40484,C4_Luxury_Investor,Individual,Female,United Kingdom,Midlands,1985-09-11,Investment,No,Direct,4
